,motorspeed,Šp‘¬“x,,,,,,motorSpeed,,,,,,,Šp‘¬“x
47106,9,-475.8682328,,,43995,,241.5709717,62,,,,,,47106,-475.8682328
47114,0,-44.0221717,,,46134,,241.5709717,-51,,,,,,47114,-44.0221717
47121,7,0,,,47454,,241.5709717,-45,,,,,,47121,0
47128,44,-30.19637146,,,14573,,254.6271423,-38,,,,,,47128,-30.19637146
47135,61,-475.8682328,,,18139,,254.6271423,-25,,,,,,47135,-475.8682328
47142,96,-776.7878994,,,19349,,254.6271423,-103,,,,,,47142,-776.7878994
47150,123,-1533.608647,,,42883,,254.6271423,-32,,,,,,47150,-1533.608647
47168,125,-2224.156621,,,54514,,254.6271423,-25,,,,,,47168,-2224.156621
47177,48,-2278.624269,,,20727,,281.4169423,-14,,,,,,47177,-2278.624269
47187,-46,-542.2125371,,,24717,,281.4169423,17,,,,,,47187,-542.2125371
47194,-106,508.6797471,,,27255,,281.4169423,-34,,,,,,47194,508.6797471
47202,-160,1779.370954,,,32304,,281.4169423,-49,,,,,,47202,1779.370954
47210,-213,3299.800417,,,33535,,281.4169423,-25,,,,,,47210,3299.800417
47226,-255,5068.472614,,,36280,,281.4169423,-38,,,,,,47226,5068.472614
47233,-81,6639.233911,,,37264,,281.4169423,-5,,,,,,47233,6639.233911
47241,-132,1188.598636,,,39405,,281.4169423,-36,,,,,,47241,1188.598636
47249,-109,2472.683871,,,44070,,281.4169423,-36,,,,,,47249,2472.683871
47259,-88,1855.442269,,,44414,,281.4169423,-44,,,,,,47259,1855.442269
47267,-78,1345.958617,,,45929,,281.4169423,-32,,,,,,47267,1345.958617
47274,-35,1123.180625,,,47486,,281.4169423,8,,,,,,47274,1123.180625
47287,1,337.6056963,,,53015,,281.4169423,-22,,,,,,47287,337.6056963
47295,46,-1.630450804,,,16764,,295.1431218,5,,,,,,47295,-1.630450804
47302,63,-508.6797471,,,24348,,295.1431218,-18,,,,,,47302,-508.6797471
47310,105,-815.3020293,,,24684,,295.1431218,-55,,,,,,47310,-815.3020293
47317,126,-1754.250657,,,42890,,295.1431218,-41,,,,,,47317,-1754.250657
47324,119,-2306.022375,,,45937,,295.1431218,-25,,,,,,47324,-2306.022375
47332,146,-2116.548093,,,47828,,295.1431218,-25,,,,,,47332,-2116.548093
47347,126,-2876.318554,,,50594,,295.1431218,-35,,,,,,47347,-2876.318554
47354,72,-2306.022375,,,17977,,323.2407269,2,,,,,,47354,-2306.022375
47364,-35,-996.1080361,,,21366,,323.2407269,-28,,,,,,47364,-996.1080361
47373,-68,337.6056963,,,24056,,323.2407269,-2,,,,,,47373,337.6056963
47380,-14,914.2628397,,,27274,,323.2407269,-35,,,,,,47380,914.2628397
47389,55,85.4082361,,,29799,,323.2407269,-66,,,,,,47389,85.4082361
47406,62,-665.046073,,,40567,,323.2407269,-55,,,,,,47406,-665.046073
47413,-25,-795.9673128,,,42869,,323.2407269,-34,,,,,,47413,-795.9673128
47422,-51,203.8063504,,,42876,,323.2407269,-29,,,,,,47422,203.8063504
47429,-44,593.8311337,,,45006,,323.2407269,-15,,,,,,47429,593.8311337
47437,-36,475.8682328,,,47010,,323.2407269,-45,,,,,,47437,475.8682328
47444,-28,352.1773736,,,51201,,323.2407269,0,,,,,,47444,352.1773736
47454,-45,241.5709717,,,53002,,323.2407269,-34,,,,,,47454,241.5709717
47474,-31,492.1828421,,,53008,,323.2407269,-31,,,,,,47474,492.1828421
47486,8,281.4169423,,,53139,,323.2407269,-51,,,,,,47486,281.4169423
47496,21,-36.89289023,,,53203,,323.2407269,-55,,,,,,47496,-36.89289023
47503,36,-156.9049487,,,53912,,323.2407269,-1,,,,,,47503,-156.9049487
47513,41,-352.1773736,,,18249,,337.6056963,-69,,,,,,47513,-352.1773736
47531,27,-428.0391414,,,21893,,337.6056963,-41,,,,,,47531,-428.0391414
47538,27,-228.7459141,,,27299,,337.6056963,-19,,,,,,47538,-228.7459141
47545,34,-228.7459141,,,32830,,337.6056963,-28,,,,,,47545,-228.7459141
47552,39,-323.2407269,,,36977,,337.6056963,-4,,,,,,47552,-323.2407269
47559,56,-397.1043182,,,40161,,337.6056963,-68,,,,,,47559,-397.1043182
47567,69,-683.2658888,,,40973,,337.6056963,-11,,,,,,47567,-683.2658888
47574,103,-934.5043671,,,42384,,337.6056963,-35,,,,,,47574,-934.5043671
47588,140,-1704.368646,,,42390,,337.6056963,-45,,,,,,47588,-1704.368646
47595,152,-2700.84557,,,42457,,337.6056963,5,,,,,,47595,-2700.84557
47602,159,-3055.435224,,,46012,,337.6056963,-25,,,,,,47602,-3055.435224
47610,171,-3268.913176,,,47287,,337.6056963,1,,,,,,47610,-3268.913176
47620,171,-3645.875756,,,47373,,337.6056963,-68,,,,,,47620,-3645.875756
47627,189,-3645.875756,,,50197,,337.6056963,-51,,,,,,47627,-3645.875756
47634,183,-4236.433615,,,50602,,337.6056963,-17,,,,,,47634,-4236.433615
47647,197,-4036.308326,,,54473,,337.6056963,-17,,,,,,47647,-4036.308326
47654,196,-4508.240107,,,21046,,352.1773736,-140,,,,,,47654,-4508.240107
47662,198,-4473.957005,,,27571,,352.1773736,-15,,,,,,47662,-4473.957005
47669,197,-4542.610334,,,36316,,352.1773736,-44,,,,,,47669,-4542.610334
47676,194,-4508.240107,,,39431,,352.1773736,-27,,,,,,47676,-4508.240107
47683,186,-4405.653061,,,40893,,352.1773736,-56,,,,,,47683,-4405.653061
47692,190,-4135.967481,,,44078,,352.1773736,-62,,,,,,47692,-4135.967481
47707,181,-4270.100539,,,46005,,352.1773736,-35,,,,,,47707,-4270.100539
47715,170,-3970.320457,,,47444,,352.1773736,-28,,,,,,47715,-3970.320457
47725,135,-3613.941192,,,53363,,352.1773736,-86,,,,,,47725,-3613.941192
47733,123,-2557.457068,,,14603,,381.929403,-22,,,,,,47733,-2557.457068
47741,112,-2224.156621,,,15217,,381.929403,-38,,,,,,47741,-2224.156621
47749,90,-1932.567773,,,15229,,381.929403,-125,,,,,,47749,-1932.567773
47766,78,-1392.103301,,,16058,,381.929403,-112,,,,,,47766,-1392.103301
47774,38,-1123.180625,,,20808,,381.929403,-27,,,,,,47774,-1123.180625
47781,17,-381.929403,,,24501,,381.929403,-88,,,,,,47781,-381.929403
47791,-2,-114.282855,,,25219,,381.929403,-109,,,,,,47791,-114.282855
47799,-15,4.611611278,,,33524,,381.929403,-31,,,,,,47799,4.611611278
47807,-18,94.72063213,,,36298,,381.929403,-36,,,,,,47807,94.72063213
47814,-32,124.5135045,,,36622,,381.929403,21,,,,,,47814,124.5135045
47828,-25,295.1431218,,,42338,,381.929403,-52,,,,,,47828,295.1431218
47836,-25,203.8063504,,,50190,,381.929403,-35,,,,,,47836,203.8063504
47843,-19,203.8063504,,,53293,,381.929403,-7,,,,,,47843,203.8063504
47851,-18,135.0324354,,,29278,,397.1043182,-4,,,,,,47851,135.0324354
47859,-17,124.5135045,,,32408,,397.1043182,12,,,,,,47859,124.5135045
47867,-15,114.282855,,,49337,,397.1043182,-45,,,,,,47867,114.282855
47874,-27,94.72063213,,,50647,,397.1043182,-109,,,,,,47874,94.72063213
47887,-12,228.7459141,,,53657,,397.1043182,-150,,,,,,47887,228.7459141
47894,-2,67.77656714,,,53904,,397.1043182,-34,,,,,,47894,67.77656714
47902,1,4.611611278,,,21928,,428.0391414,-27,,,,,,47902,4.611611278
47910,15,-1.630450804,,,25017,,428.0391414,-46,,,,,,47910,-1.630450804
47918,31,-94.72063213,,,29240,,428.0391414,-39,,,,,,47918,-94.72063213
47925,41,-281.4169423,,,42907,,428.0391414,-41,,,,,,47925,-281.4169423
47933,56,-428.0391414,,,42913,,428.0391414,-58,,,,,,47933,-428.0391414
47949,71,-683.2658888,,,43836,,428.0391414,-2,,,,,,47949,-683.2658888
47957,81,-975.4280094,,,44708,,428.0391414,-41,,,,,,47957,-975.4280094
47966,83,-1188.598636,,,44715,,428.0391414,-22,,,,,,47966,-1188.598636
47974,79,-1232.891441,,,20786,,443.7942129,-38,,,,,,47974,-1232.891441
47982,81,-1144.849335,,,20854,,443.7942129,9,,,,,,47982,-1144.849335
47991,63,-1188.598636,,,36920,,443.7942129,-56,,,,,,47991,-1188.598636
48007,81,-815.3020293,,,40702,,443.7942129,-7,,,,,,48007,-815.3020293
48014,52,-1188.598636,,,42802,,443.7942129,-27,,,,,,48014,-1188.598636
48022,46,-611.3820933,,,43148,,443.7942129,4,,,,,,48022,-611.3820933
48032,35,-508.6797471,,,44166,,443.7942129,-4,,,,,,48032,-508.6797471
48040,29,-337.6056963,,,46210,,443.7942129,-216,,,,,,48040,-337.6056963
48048,34,-254.6271423,,,53167,,443.7942129,-15,,,,,,48048,-254.6271423
48055,27,-323.2407269,,,53244,,443.7942129,-11,,,,,,48055,-323.2407269
48068,18,-228.7459141,,,18934,,475.8682328,-140,,,,,,48068,-228.7459141
48075,22,-124.5135045,,,24337,,475.8682328,-32,,,,,,48075,-124.5135045
48082,22,-168.2448272,,,35984,,475.8682328,-61,,,,,,48082,-168.2448272
48089,21,-168.2448272,,,36324,,475.8682328,-59,,,,,,48089,-168.2448272
48097,22,-156.9049487,,,44422,,475.8682328,-58,,,,,,48097,-156.9049487
48104,2,-168.2448272,,,47437,,475.8682328,-36,,,,,,48104,-168.2448272
48112,5,-4.611611278,,,49351,,475.8682328,-25,,,,,,48112,-4.611611278
48127,1,-18.22899415,,,14661,,492.1828421,17,,,,,,48127,-18.22899415
48134,7,-1.630450804,,,15429,,492.1828421,29,,,,,,48134,-1.630450804
48145,1,-30.19637146,,,15732,,492.1828421,19,,,,,,48145,-30.19637146
48152,9,-1.630450804,,,27880,,492.1828421,-22,,,,,,48152,-1.630450804
48160,2,-44.0221717,,,36260,,492.1828421,-31,,,,,,48160,-44.0221717
48167,7,-4.611611278,,,42398,,492.1828421,-54,,,,,,48167,-4.611611278
48175,15,-30.19637146,,,44910,,492.1828421,-59,,,,,,48175,-30.19637146
48188,7,-94.72063213,,,47018,,492.1828421,-4,,,,,,48188,-94.72063213
48195,7,-30.19637146,,,47474,,492.1828421,-31,,,,,,48195,-30.19637146
48201,0,-30.19637146,,,49344,,492.1828421,-44,,,,,,48201,-30.19637146
48208,5,0,,,51186,,492.1828421,-73,,,,,,48208,0
48219,4,-18.22899415,,,19817,,508.6797471,-110,,,,,,48219,-18.22899415
48227,1,-13.04360643,,,24012,,508.6797471,-59,,,,,,48227,-13.04360643
48234,1,-1.630450804,,,24217,,508.6797471,-76,,,,,,48234,-1.630450804
48246,2,-1.630450804,,,25029,,508.6797471,0,,,,,,48246,-1.630450804
48254,1,-4.611611278,,,28390,,508.6797471,-140,,,,,,48254,-4.611611278
48261,1,-1.630450804,,,29759,,508.6797471,-61,,,,,,48261,-1.630450804
48267,-1,-1.630450804,,,36081,,508.6797471,-59,,,,,,48267,-1.630450804
48274,-1,1.630450804,,,42449,,508.6797471,-35,,,,,,48274,1.630450804
48281,0,1.630450804,,,42615,,508.6797471,-79,,,,,,48281,1.630450804
48287,-4,0,,,47194,,508.6797471,-106,,,,,,48287,0
48294,-7,13.04360643,,,20028,,542.2125371,41,,,,,,48294,13.04360643
48307,-7,30.19637146,,,27606,,542.2125371,-90,,,,,,48307,30.19637146
48313,-11,30.19637146,,,28826,,542.2125371,-27,,,,,,48313,30.19637146
48323,-15,59.4835291,,,32548,,542.2125371,-103,,,,,,48323,59.4835291
48331,-12,94.72063213,,,36882,,542.2125371,-54,,,,,,48331,94.72063213
48338,-12,67.77656714,,,46161,,542.2125371,-42,,,,,,48338,67.77656714
48345,-14,67.77656714,,,50790,,542.2125371,-15,,,,,,48345,67.77656714
48352,-21,85.4082361,,,19802,,559.2446256,-46,,,,,,48352,85.4082361
48366,-21,156.9049487,,,24888,,559.2446256,-130,,,,,,48366,156.9049487
48372,-14,156.9049487,,,32313,,559.2446256,-71,,,,,,48372,156.9049487
48379,-9,85.4082361,,,32814,,593.8311337,-35,,,,,,48379,85.4082361
48387,-7,44.0221717,,,42374,,593.8311337,-35,,,,,,48387,44.0221717
48395,-2,30.19637146,,,42441,,593.8311337,-46,,,,,,48395,30.19637146
48404,-1,4.611611278,,,44989,,593.8311337,-34,,,,,,48404,4.611611278
48414,0,1.630450804,,,46146,,593.8311337,-54,,,,,,48414,1.630450804
48426,-1,0,,,47429,,593.8311337,-44,,,,,,48426,0
48433,1,1.630450804,,,50205,,593.8311337,-66,,,,,,48433,1.630450804
48441,2,-1.630450804,,,50474,,593.8311337,-92,,,,,,48441,-1.630450804
48448,1,-4.611611278,,,53147,,593.8311337,-54,,,,,,48448,-4.611611278
48455,4,-1.630450804,,,19079,,611.3820933,-12,,,,,,48455,-1.630450804
48463,5,-13.04360643,,,33107,,611.3820933,-147,,,,,,48463,-13.04360643
48470,2,-18.22899415,,,40695,,611.3820933,-42,,,,,,48470,-18.22899415
48487,9,-4.611611278,,,42346,,611.3820933,-59,,,,,,48487,-4.611611278
48495,2,-44.0221717,,,43671,,611.3820933,-63,,,,,,48495,-44.0221717
48505,2,-4.611611278,,,49649,,611.3820933,-27,,,,,,48505,-4.611611278
48511,5,-4.611611278,,,53424,,611.3820933,-85,,,,,,48511,-4.611611278
48518,5,-18.22899415,,,20772,,646.9911481,-42,,,,,,48518,-18.22899415
48525,1,-18.22899415,,,24046,,646.9911481,-34,,,,,,48525,-18.22899415
48532,2,-1.630450804,,,27869,,646.9911481,-45,,,,,,48532,-1.630450804
48546,1,-4.611611278,,,32804,,646.9911481,-51,,,,,,48546,-4.611611278
48553,0,-1.630450804,,,36902,,646.9911481,-42,,,,,,48553,-1.630450804
48560,-2,0,,,40965,,646.9911481,-35,,,,,,48560,0
48567,-4,4.611611278,,,42405,,646.9911481,-62,,,,,,48567,4.611611278
48575,-4,13.04360643,,,43829,,646.9911481,-41,,,,,,48575,13.04360643
48581,-1,13.04360643,,,46154,,646.9911481,-48,,,,,,48581,13.04360643
48592,-5,1.630450804,,,46650,,646.9911481,-24,,,,,,48592,1.630450804
48607,-9,18.22899415,,,53154,,646.9911481,-42,,,,,,48607,18.22899415
48614,-14,44.0221717,,,12885,,665.046073,39,,,,,,48614,44.0221717
48622,-12,85.4082361,,,24698,,665.046073,-31,,,,,,48622,85.4082361
48629,-14,67.77656714,,,25314,,665.046073,0,,,,,,48629,67.77656714
48636,-8,85.4082361,,,28418,,665.046073,-61,,,,,,48636,85.4082361
48644,-11,36.89289023,,,40574,,665.046073,-72,,,,,,48644,36.89289023
48651,-7,59.4835291,,,53210,,665.046073,-73,,,,,,48651,59.4835291
48667,-5,30.19637146,,,28845,,683.2658888,-24,,,,,,48667,30.19637146
48674,-2,18.22899415,,,29603,,683.2658888,-28,,,,,,48674,18.22899415
48684,-4,4.611611278,,,36063,,683.2658888,-46,,,,,,48684,4.611611278
48692,-4,13.04360643,,,36940,,683.2658888,-58,,,,,,48692,13.04360643
48698,-2,13.04360643,,,37245,,683.2658888,-31,,,,,,48698,13.04360643
48705,-2,4.611611278,,,39728,,683.2658888,8,,,,,,48705,4.611611278
48712,-4,4.611611278,,,39974,,683.2658888,-73,,,,,,48712,4.611611278
48726,-2,13.04360643,,,40900,,683.2658888,-69,,,,,,48726,13.04360643
48734,-2,4.611611278,,,44695,,683.2658888,-41,,,,,,48734,4.611611278
48740,-1,4.611611278,,,36119,,720.194316,-58,,,,,,48740,4.611611278
48747,0,1.630450804,,,36136,,720.194316,-62,,,,,,48747,1.630450804
48753,0,0,,,36958,,720.194316,-35,,,,,,48753,0
48757,1,0,,,42367,,720.194316,-51,,,,,,48757,0
48764,1,-1.630450804,,,42923,,720.194316,-69,,,,,,48764,-1.630450804
48771,4,-1.630450804,,,44429,,720.194316,-59,,,,,,48771,-1.630450804
48788,4,-13.04360643,,,24022,,738.9000851,-61,,,,,,48788,-13.04360643
48796,4,-13.04360643,,,32795,,738.9000851,-54,,,,,,48796,-13.04360643
48803,5,-13.04360643,,,36101,,738.9000851,-58,,,,,,48803,-13.04360643
48811,5,-18.22899415,,,36344,,738.9000851,-85,,,,,,48811,-18.22899415
48818,5,-18.22899415,,,42353,,738.9000851,-58,,,,,,48818,-18.22899415
48824,5,-18.22899415,,,44436,,738.9000851,-85,,,,,,48824,-18.22899415
48830,5,-18.22899415,,,44688,,738.9000851,-56,,,,,,48830,-18.22899415
48846,4,-18.22899415,,,44917,,738.9000851,-76,,,,,,48846,-18.22899415
48853,5,-13.04360643,,,46273,,738.9000851,-2,,,,,,48853,-13.04360643
48861,7,-18.22899415,,,53417,,738.9000851,-52,,,,,,48861,-18.22899415
48868,7,-30.19637146,,,13207,,776.7878994,-146,,,,,,48868,-30.19637146
48874,7,-30.19637146,,,24037,,776.7878994,-54,,,,,,48874,-30.19637146
48881,8,-30.19637146,,,28436,,776.7878994,-21,,,,,,48881,-30.19637146
48892,9,-36.89289023,,,29768,,776.7878994,21,,,,,,48892,-36.89289023
48906,11,-44.0221717,,,32366,,776.7878994,-65,,,,,,48906,-44.0221717
48914,9,-59.4835291,,,36003,,776.7878994,-62,,,,,,48914,-59.4835291
48921,9,-44.0221717,,,40634,,776.7878994,-68,,,,,,48921,-44.0221717
48928,8,-44.0221717,,,22637,,795.9673128,-19,,,,,,48928,-44.0221717
48935,8,-36.89289023,,,36023,,795.9673128,-65,,,,,,48935,-36.89289023
48941,7,-36.89289023,,,36144,,795.9673128,-76,,,,,,48941,-36.89289023
48948,4,-30.19637146,,,36241,,795.9673128,-45,,,,,,48948,-30.19637146
48955,0,-13.04360643,,,42413,,795.9673128,-66,,,,,,48955,-13.04360643
48967,0,0,,,44085,,795.9673128,-82,,,,,,48967,0
48972,2,0,,,44982,,795.9673128,-51,,,,,,48972,0
48981,7,-4.611611278,,,21182,,815.3020293,-17,,,,,,48981,-4.611611278
48989,11,-30.19637146,,,40133,,815.3020293,-8,,,,,,48989,-30.19637146
48997,12,-59.4835291,,,43687,,815.3020293,-103,,,,,,48997,-59.4835291
49005,8,-67.77656714,,,50439,,815.3020293,-21,,,,,,49005,-67.77656714
49013,8,-36.89289023,,,27425,,854.4324506,-110,,,,,,49013,-36.89289023
49026,7,-36.89289023,,,32376,,854.4324506,-69,,,,,,49026,-36.89289023
49033,4,-30.19637146,,,36043,,854.4324506,-56,,,,,,49033,-30.19637146
49041,4,-13.04360643,,,46634,,854.4324506,-66,,,,,,49041,-13.04360643
49047,4,-13.04360643,,,13592,,874.2257664,-7,,,,,,49047,-13.04360643
49053,5,-13.04360643,,,16638,,874.2257664,-200,,,,,,49053,-13.04360643
49064,4,-18.22899415,,,29817,,874.2257664,-22,,,,,,49064,-18.22899415
49072,4,-13.04360643,,,33159,,874.2257664,-5,,,,,,49072,-13.04360643
49086,1,-13.04360643,,,40191,,874.2257664,-14,,,,,,49086,-13.04360643
49094,4,-1.630450804,,,42426,,874.2257664,-66,,,,,,49094,-1.630450804
49101,7,-13.04360643,,,42433,,874.2257664,-51,,,,,,49101,-13.04360643
49109,8,-30.19637146,,,44680,,874.2257664,-59,,,,,,49109,-30.19637146
49116,9,-36.89289023,,,46642,,874.2257664,-54,,,,,,49116,-36.89289023
49123,11,-44.0221717,,,47003,,874.2257664,-34,,,,,,49123,-44.0221717
49131,11,-59.4835291,,,50214,,874.2257664,-72,,,,,,49131,-59.4835291
49148,9,-59.4835291,,,54321,,874.2257664,-9,,,,,,49148,-59.4835291
49156,8,-44.0221717,,,21133,,914.2628397,-83,,,,,,49156,-44.0221717
49163,4,-36.89289023,,,32357,,914.2628397,-61,,,,,,49163,-36.89289023
49171,-1,-13.04360643,,,39623,,914.2628397,-83,,,,,,49171,-13.04360643
49179,-4,1.630450804,,,39692,,914.2628397,-72,,,,,,49179,1.630450804
49187,-5,13.04360643,,,40169,,914.2628397,-88,,,,,,49187,13.04360643
49194,-7,18.22899415,,,40627,,914.2628397,-61,,,,,,49194,18.22899415
49207,-4,30.19637146,,,40642,,914.2628397,-75,,,,,,49207,30.19637146
49214,1,13.04360643,,,40687,,914.2628397,-52,,,,,,49214,13.04360643
49223,8,-1.630450804,,,47380,,914.2628397,-14,,,,,,49223,-1.630450804
49233,19,-36.89289023,,,18262,,934.5043671,-117,,,,,,49233,-36.89289023
49241,22,-135.0324354,,,32385,,934.5043671,-75,,,,,,49241,-135.0324354
49248,28,-168.2448272,,,40908,,934.5043671,-85,,,,,,49248,-168.2448272
49266,27,-241.5709717,,,42795,,934.5043671,-42,,,,,,49266,-241.5709717
49273,17,-228.7459141,,,42932,,934.5043671,-73,,,,,,49273,-228.7459141
49281,14,-114.282855,,,46429,,934.5043671,-125,,,,,,49281,-114.282855
49288,9,-85.4082361,,,51523,,934.5043671,-85,,,,,,49288,-85.4082361
49296,-1,-44.0221717,,,53504,,934.5043671,-24,,,,,,49296,-44.0221717
49304,-11,1.630450804,,,53894,,934.5043671,-39,,,,,,49304,1.630450804
49312,-27,59.4835291,,,14876,,975.4280094,-177,,,,,,49312,59.4835291
49328,-39,228.7459141,,,20688,,975.4280094,-163,,,,,,49328,228.7459141
49337,-45,397.1043182,,,32321,,975.4280094,-81,,,,,,49337,397.1043182
49344,-44,492.1828421,,,40507,,975.4280094,-27,,,,,,49344,492.1828421
49351,-25,475.8682328,,,40674,,975.4280094,-68,,,,,,49351,475.8682328
49359,-11,203.8063504,,,40957,,975.4280094,-54,,,,,,49359,203.8063504
49366,15,59.4835291,,,15645,,996.1080361,-179,,,,,,49366,59.4835291
49374,39,-94.72063213,,,20471,,996.1080361,-28,,,,,,49374,-94.72063213
49386,58,-397.1043182,,,24319,,996.1080361,-44,,,,,,49386,-397.1043182
49394,55,-720.194316,,,28817,,996.1080361,-48,,,,,,49394,-720.194316
49403,44,-665.046073,,,39700,,996.1080361,-95,,,,,,49403,-665.046073
49413,34,-475.8682328,,,40584,,996.1080361,-76,,,,,,49413,-475.8682328
49421,39,-323.2407269,,,40657,,996.1080361,-76,,,,,,49421,-323.2407269
49428,42,-397.1043182,,,44670,,996.1080361,-66,,,,,,49428,-397.1043182
49435,82,-443.7942129,,,50227,,996.1080361,-83,,,,,,49435,-443.7942129
49447,115,-1210.677518,,,36596,,1016.932177,-78,,,,,,49447,-1210.677518
49454,120,-2010.73325,,,39982,,1016.932177,-100,,,,,,49454,-2010.73325
49461,110,-2143.283242,,,40599,,1016.932177,-76,,,,,,49461,-2143.283242
49469,89,-1881.034352,,,40614,,1016.932177,-68,,,,,,49469,-1881.034352
49479,65,-1368.966148,,,42941,,1016.932177,-93,,,,,,49479,-1368.966148
49495,41,-854.4324506,,,46266,,1016.932177,-59,,,,,,49495,-854.4324506
49513,-11,-428.0391414,,,46627,,1016.932177,-65,,,,,,49513,-428.0391414
49523,-81,59.4835291,,,51193,,1016.932177,-34,,,,,,49523,59.4835291
49532,-135,1188.598636,,,51414,,1016.932177,-127,,,,,,49532,1188.598636
49540,-150,2557.457068,,,53227,,1016.932177,-81,,,,,,49540,2557.457068
49549,-146,2995.32939,,,53408,,1016.932177,-59,,,,,,49549,2995.32939
49567,-139,2876.318554,,,15002,,1059.008862,31,,,,,,49567,2876.318554
49575,-117,2671.959675,,,21120,,1059.008862,-68,,,,,,49575,2671.959675
49582,-130,2063.414565,,,32399,,1059.008862,-39,,,,,,49582,2063.414565
49589,-146,2416.699919,,,39715,,1059.008862,-56,,,,,,49589,2416.699919
49598,-160,2876.318554,,,40649,,1059.008862,-72,,,,,,49598,2876.318554
49609,-181,3299.800417,,,24228,,1080.259483,-117,,,,,,49609,3299.800417
49626,-166,3970.320457,,,36165,,1080.259483,-88,,,,,,49626,3970.320457
49634,-105,3487.143594,,,37182,,1080.259483,-88,,,,,,49634,3487.143594
49641,-52,1754.250657,,,39684,,1080.259483,-68,,,,,,49641,1754.250657
49649,-27,611.3820933,,,40592,,1080.259483,-73,,,,,,49649,611.3820933
49656,4,228.7459141,,,40607,,1080.259483,-73,,,,,,49656,228.7459141
49664,39,-13.04360643,,,40664,,1080.259483,-71,,,,,,49664,-13.04360643
49671,68,-397.1043182,,,44925,,1080.259483,-88,,,,,,49671,-397.1043182
49686,81,-914.2628397,,,50508,,1080.259483,-24,,,,,,49686,-914.2628397
49693,71,-1188.598636,,,18591,,1123.180625,-149,,,,,,49693,-1188.598636
49702,61,-975.4280094,,,36604,,1123.180625,-38,,,,,,49702,-975.4280094
49712,55,-776.7878994,,,39677,,1123.180625,-76,,,,,,49712,-776.7878994
49720,96,-665.046073,,,47274,,1123.180625,-35,,,,,,49720,-665.046073
49728,163,-1533.608647,,,18354,,1144.849335,-14,,,,,,49728,-1533.608647
49746,234,-3393.040986,,,19541,,1144.849335,-1,,,,,,49746,-3393.040986
49754,326,-5836.217725,,,40435,,1144.849335,-139,,,,,,49754,-5836.217725
49762,318,-9596.969161,,,42622,,1144.849335,-98,,,,,,49762,-9596.969161
49769,284,-9245.882695,,,54291,,1144.849335,-90,,,,,,49769,-9245.882695
49777,265,-7803.424076,,,17047,,1188.598636,-11,,,,,,49777,-7803.424076
49784,228,-7033.581272,,,32337,,1188.598636,-85,,,,,,49784,-7033.581272
49792,207,-5613.192931,,,37225,,1188.598636,-56,,,,,,49792,-5613.192931
49807,187,-4855.827131,,,39653,,1188.598636,-85,,,,,,49807,-4855.827131
49814,126,-4169.366849,,,44974,,1188.598636,-62,,,,,,49814,-4169.366849
49825,89,-2306.022375,,,47241,,1188.598636,-132,,,,,,49825,-2306.022375
49832,71,-1368.966148,,,49532,,1188.598636,-135,,,,,,49832,-1368.966148
49840,75,-975.4280094,,,53234,,1188.598636,-42,,,,,,49840,-975.4280094
49847,61,-1059.008862,,,44093,,1210.677518,-140,,,,,,49847,-1059.008862
49855,51,-776.7878994,,,44149,,1210.677518,-42,,,,,,49855,-776.7878994
49866,44,-593.8311337,,,53887,,1210.677518,-69,,,,,,49866,-593.8311337
49874,35,-475.8682328,,,21146,,1232.891441,-89,,,,,,49874,-475.8682328
49881,38,-337.6056963,,,28408,,1232.891441,-55,,,,,,49881,-337.6056963
49888,35,-381.929403,,,28754,,1232.891441,-140,,,,,,49888,-381.929403
49896,35,-337.6056963,,,39630,,1232.891441,-93,,,,,,49896,-337.6056963
49902,39,-337.6056963,,,50235,,1232.891441,-88,,,,,,49902,-337.6056963
49911,32,-397.1043182,,,20714,,1277.721162,-31,,,,,,49911,-397.1043182
49927,32,-295.1431218,,,27860,,1277.721162,-54,,,,,,49927,-295.1431218
49933,35,-295.1431218,,,32348,,1277.721162,-68,,,,,,49933,-295.1431218
49944,45,-337.6056963,,,32786,,1277.721162,-59,,,,,,49944,-337.6056963
49952,56,-492.1828421,,,36363,,1277.721162,-116,,,,,,49952,-492.1828421
49960,68,-683.2658888,,,39668,,1277.721162,-78,,,,,,49960,-683.2658888
49968,72,-914.2628397,,,40915,,1277.721162,-92,,,,,,49968,-914.2628397
49975,85,-996.1080361,,,40950,,1277.721162,-71,,,,,,49975,-996.1080361
49987,96,-1277.721162,,,44444,,1277.721162,-88,,,,,,49987,-1277.721162
49995,122,-1533.608647,,,51535,,1277.721162,-8,,,,,,49995,-1533.608647
50003,163,-2197.087965,,,53431,,1277.721162,-119,,,,,,50003,-2197.087965
50011,243,-3393.040986,,,16974,,1300.335371,-180,,,,,,50011,-3393.040986
50019,281,-6176.139681,,,27668,,1300.335371,-100,,,,,,50019,-6176.139681
50027,252,-7680.105378,,,53370,,1300.335371,-109,,,,,,50027,-7680.105378
50034,233,-6522.416235,,,19992,,1345.958617,-48,,,,,,50034,-6522.416235
50049,170,-5798.846071,,,24517,,1345.958617,-149,,,,,,50049,-5798.846071
50057,180,-3613.941192,,,27462,,1345.958617,-89,,,,,,50057,-3613.941192
50064,166,-3937.462737,,,27657,,1345.958617,-86,,,,,,50064,-3937.462737
50073,147,-3487.143594,,,36184,,1345.958617,-98,,,,,,50073,-3487.143594
